ep,step,ring_slot,release_x,release_y,release_z,angle,observed_angle,yaw_offset,static_t,static_r,static_z,lead,intercept_z,pre_z,handle_x,handle_y,handle_z,vel_x,vel_y,vel_z,pred_x,pred_y,pred_z,palm_x,palm_y,palm_z,pocket_x,pocket_y,pocket_z,target_x,target_y,target_z,wrist_roll_cmd,wrist_pitch_cmd,wrist_yaw_cmd,phase,palm_dist,pinch_dist,thumb_dist,im_dist,arm_body_dist,oppose,dot,thumb_x,thumb_y,thumb_z,im_x,im_y,im_z,side_thumb,side_im,real_pinch,strict_palm_grasp,pinch_center_dist,palm_dist_raw,latched,latch_now,side_center,side_corr,speed,had_dynamic_fall,max_down_speed,first_dynamic_step,strict,stable_hold_count,lost_pinch_count,success
0,0,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.339999675750732,0.0,0.0,-0.0,-0.23293714225292206,0.8693332672119141,1.3600000143051147,0.02828800678253174,0.6539653539657593,1.323540210723877,-0.052597012370824814,0.637941837310791,1.2655892372131348,-0.2621687650680542,0.8045604825019836,1.406000018119812,-1.2,-0.8,3.032595709603408,open,3.0883755683898926,3.093472719192505,3.1332218647003174,3.0543766021728516,3.0322248935699463,False,9.565997123718262,-0.017925245687365532,0.6189464330673218,1.2242082357406616,-0.10649113357067108,0.6555548906326294,1.2957384586334229,-2.0996062755584717,-1.9800208806991577,False,False,3.093472719192505,3.0439577102661133,False,False,-2.03981351852417,0.07500000298023224,0.0,False,0.0,,False,0,0,False
0,1,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.338637351989746,0.0,0.0,-0.16350001096725464,-0.23293714225292206,0.8693332672119141,1.3600000143051147,0.017861295491456985,0.6687420010566711,1.3301955461502075,-0.060170307755470276,0.6457653045654297,1.276760458946228,-0.2621687650680542,0.8045604825019836,1.406000018119812,-1.2,-0.8,3.032595709603408,open,3.074885606765747,3.079591751098633,3.1203060150146484,3.0395090579986572,3.0214576721191406,False,9.48030948638916,-0.027086257934570312,0.6254668235778809,1.234694004058838,-0.11291176080703735,0.6642415523529053,1.3084315061569214,-2.1402781009674072,-2.020667314529419,False,False,3.079591751098633,3.034045696258545,False,False,-2.080472707748413,0.07500000298023224,0.16350001096725464,False,0.16350001096725464,,False,0,0,False
0,2,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.334549903869629,0.0,0.0,-0.3270000219345093,-0.23293714225292206,0.8693332672119141,1.3600000143051147,0.008275829255580902,0.6809888482093811,1.3367633819580078,-0.07230746746063232,0.6599298119544983,1.2868541479110718,-0.4041973352432251,0.9838888645172119,1.6586061716079712,-1.2,-0.8,3.032595709603408,open,3.059101104736328,3.0634572505950928,3.1046717166900635,3.0228655338287354,3.0075275897979736,False,9.381189346313477,-0.04092428833246231,0.6375553607940674,1.2445018291473389,-0.12372815608978271,0.6803460121154785,1.3195750713348389,-2.154038906097412,-2.034358024597168,False,False,3.0634572505950928,3.021470308303833,False,False,-2.09419846534729,0.07500000298023224,0.3270000219345093,False,0.3270000219345093,,False,0,0,False
0,3,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.327737331390381,0.0,0.0,-0.4905000329017639,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.00041447579860687256,0.690560519695282,1.3432387113571167,-0.08342067152261734,0.6735395193099976,1.2965538501739502,-0.3933672308921814,0.9833321571350098,1.662846326828003,-1.2,-0.8,3.032595709603408,open,3.041177988052368,3.045201301574707,3.086406707763672,3.004621982574463,2.990895986557007,False,9.269670486450195,-0.054226070642471313,0.6479299068450928,1.2544736862182617,-0.13299226760864258,0.6974937915802002,1.3296985626220703,-2.141294479370117,-2.0216305255889893,False,False,3.045201301574707,3.006589889526367,False,False,-2.0814623832702637,0.07500000298023224,0.4905000329017639,False,0.4905000329017639,,False,0,0,False
0,4,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.318199634552002,0.0,0.0,-0.6540000438690186,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.008072558790445328,0.6983494758605957,1.349594235420227,-0.09356033056974411,0.6848832368850708,1.3062248229980469,-0.382665753364563,0.9829725623130798,1.6668215990066528,-1.2,-0.8,3.032595709603408,open,3.02083420753479,3.0245144367218018,3.0656070709228516,2.9840545654296875,2.972092390060425,False,9.144107818603516,-0.06673625111579895,0.6562545895576477,1.264526128768921,-0.1410834938287735,0.7122503519058228,1.339698314666748,-2.1216812133789062,-2.002040386199951,False,False,3.0245144367218018,2.989384412765503,False,False,-2.0618607997894287,0.07500000298023224,0.6540000438690186,False,0.6540000438690186,,False,0,0,False
0,5,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.30593729019165,0.0,0.0,-0.8175000548362732,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.014497999101877213,0.7046332359313965,1.3558822870254517,-0.10258708894252777,0.6945897936820984,1.315952181816101,-0.37224775552749634,0.9825882315635681,1.6706494092941284,-1.2,-0.8,3.032595709603408,open,2.997921943664551,3.001236915588379,3.042187452316284,2.9609286785125732,2.9510912895202637,False,9.00384521484375,-0.07826269418001175,0.6632372736930847,1.274682641029358,-0.14791472256183624,0.7251068949699402,1.349745750427246,-2.098461389541626,-1.9788212776184082,False,False,3.001236915588379,2.96980881690979,False,False,-2.0386414527893066,0.07500000298023224,0.8175000548362732,False,0.8175000548362732,,False,0,0,False
0,6,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.290949821472168,0.0,0.0,-0.9810000658035278,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.019674837589263916,0.7093591690063477,1.362168312072754,-0.11024332046508789,0.7029898166656494,1.3257560729980469,-0.3622915744781494,0.981988787651062,1.6744295358657837,-1.2,-0.8,3.032595709603408,open,2.9723892211914062,2.9753191471099854,3.0161211490631104,2.9351682662963867,2.927891731262207,False,8.848944664001465,-0.08855387568473816,0.6692163348197937,1.2849401235580444,-0.15320950746536255,0.7363981008529663,1.3598774671554565,-2.073551893234253,-1.9539302587509155,False,False,2.9753191471099854,2.9477896690368652,False,False,-2.0137410163879395,0.07500000298023224,0.9810000658035278,False,0.9810000658035278,,False,0,0,False
0,7,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.273237228393555,0.0,0.0,-1.1445000171661377,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.023854076862335205,0.7123486995697021,1.3684909343719482,-0.11650679260492325,0.7097529768943787,1.3357350826263428,-0.3530505299568176,0.981387734413147,1.6783119440078735,-1.2,-0.8,3.032595709603408,open,2.944136619567871,2.9466593265533447,2.987370014190674,2.9066085815429688,2.9024407863616943,False,8.679224014282227,-0.09746813029050827,0.6739457845687866,1.295343279838562,-0.15706367790699005,0.7456477880477905,1.3702528476715088,-2.049790859222412,-1.9301906824111938,False,False,2.9466593265533447,2.923250675201416,False,False,-1.9899907112121582,0.07500000298023224,1.1445000171661377,False,1.1445000171661377,,False,0,0,False
0,8,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.252799987792969,0.0,0.0,-1.308000087738037,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.027426373213529587,0.7136750817298889,1.3747978210449219,-0.12164855003356934,0.7143151164054871,1.3459528684616089,-0.34476518630981445,0.981197714805603,1.6824498176574707,-1.2,-0.8,3.032595709603408,open,2.9131040573120117,2.915196657180786,2.9559502601623535,2.8751094341278076,2.8747010231018066,False,8.494795799255371,-0.1050882637500763,0.6769428253173828,1.305889368057251,-0.1599409580230713,0.7521244287490845,1.381008267402649,-2.030498504638672,-1.9108994007110596,False,False,2.915196657180786,2.896135091781616,False,False,-1.9706989526748657,0.07500000298023224,1.308000087738037,False,1.308000087738037,,False,0,0,False
0,9,5,-0.23293714059226878,0.8693332436601615,4.2,1.8325957145940461,1.8325957096034082,1.2,-0.06,-0.055,0.018,0.13,1.36,,-0.23293714225292206,0.8693332672119141,4.229637145996094,0.0,0.0,-1.471500039100647,-0.23293714225292206,0.8693332672119141,1.3600000143051147,-0.03084501251578331,0.7137054204940796,1.3809196949005127,-0.12605956196784973,0.7164928913116455,1.3563106060028076,-0.3354027271270752,0.9823368787765503,1.6868499517440796,-1.2,-0.8,3.032595709603408,open,2.879373073577881,2.8810203075408936,2.9219753742218018,2.8407342433929443,2.8446907997131348,False,8.296701431274414,-0.11166214197874069,0.6780099272727966,1.316455364227295,-0.16237549483776093,0.7556021213531494,1.3920576572418213,-2.016767978668213,-1.8971515893936157,False,False,2.8810203075408936,2.8664562702178955,False,False,-1.9569597244262695,0.07500000298023224,1.471500039100647,False,1.471500039100647,,False,0,0,False
